1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
435,100187,35589,23340,338,247,325,158,39,31,23,26,32,22,24,27,23,33,26,26,25,29,24,24,34,24,42,25,27,31,21,27,26,30,24,31,24,33,25,27,21,23,35,28,29,22,27,22,28,26,25,25,26,24,25,23,34,31,28,27,27,24,28,24,22,34,26,28,22,27,29,23,23,30,21,38,26,26,32,25,37,23,22,26,25,26,21,25,24,34,33,29,25,22,26,29,22,24,30,25
