1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
26,12,15,21,25,28,30,36,39,44,48,53,58,59,64,69,72,90,82,87,90,93,95,100,108,109,113,117,121,132,129,134,139,142,146,148,155,156,160,165,172,172,179,182,188,191,192,199,208,213,211,215,224,227,230,230,234,242,244,247,255,256,261,264,269,270,280,279,293,291,296,299,299,302,316,314,328,322,328,334,335,343,345,342,352,354,358,368,369,368,376,378,387,386,416,424,413,405,406,417
