1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
210,265,524,322,125,463,349,79,152,99,122,90,73,104,294,92,58,85,155,145,246,107,83,82,64,144,121,52,53,41,34,57,128,52,73,78,41,37,62,49,114,77,88,70,83,37,50,37,238,58,242,99,113,64,45,30,64,107,74,65,52,27,43,59,64,50,108,35,52,119,100,29,74,94,32,41,38,25,48,96,72,59,48,43,37,65,44,32,45,56,27,295,60,44,65,119,63,59,40,74
