1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
597,401,7252,514,187,53,34,36,25,27,38,27,23,27,22,25,23,25,24,31,27,31,29,27,26,36,23,28,27,26,27,30,30,26,25,25,28,22,28,24,25,24,23,22,31,24,28,24,26,32,25,26,31,31,24,36,26,46,26,24,37,32,28,30,27,25,26,31,28,26,29,24,27,36,36,23,30,28,27,28,25,25,31,29,24,30,31,23,25,24,28,23,29,30,27,35,23,21,27,27
