1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
-16.0,89.0,51.0,33.0,60.0,86.0,62.0,91.0,92.0,91.0,86.0,88.0,85.0,93.0,93.0,1.0,91.0,72.0,81.0,89.0,86.0,85.0,91.0,75.0,74.0,92.0,84.0,92.0,90.0,90.0,86.0,91.0,69.0,93.0,93.0,71.0,65.0,85.0,59.0,83.0,90.0,89.0,52.0,92.0,76.0,89.0,84.0,83.0,67.0,84.0,89.0,80.0,62.0,84.0,90.0,93.0,90.0,91.0,81.0,81.0,89.0,85.0,85.0,90.0,76.0,91.0,87.0,83.0,75.0,93.0,52.0,91.0,75.0,85.0,46.0,85.0,91.0,79.0,73.0,93.0,88.0,81.0,88.0,90.0,92.0,92.0,90.0,69.0,2.0,85.0,92.0,80.0,58.0,92.0,83.0,81.0,80.0,92.0,92.0,93.0
