Iterations,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
Value Iteration,622,158,210,24,10,11,11,11,14,10,21,11,12,14,14,15,13,13,10,11,9,11,16,14,12,13,12,15,14,10,9,9,16,13,17,13,16,16,11,12,10,12,14,15,9,11,12,10,10,12,11,11,10,9,12,12,10,10,13,11,10,12,13,10,17,16,12,12,9,9,13,9,9,12,11,14,12,9,9,17,9,17,13,10,12,13,12,10,9,16,14,17,11,10,9,11,10,12,12,11
